,Customer_ID,call_failure,complains,sub_length,charge_amount,total_sec_calls,total_num_sms,distinct_call_nums,tariff_plan,status,age,customer_value,Churn,Cluster_KMeans
407,22785,11,0,34,2,8935,133,38,1,1,30,893.92,0,3
408,22786,5,0,35,0,13593,0,39,1,1,30,550.16,0,1
409,22787,5,0,35,1,4335,0,20,1,1,30,176.4,0,0
410,22788,4,0,35,0,5738,0,7,1,1,30,233.0,0,0
411,22789,7,0,35,0,2058,0,12,1,2,30,84.16,0,0
412,22790,23,0,35,3,14960,43,27,1,1,30,779.08,0,2
413,22791,2,0,35,1,2915,472,3,1,1,30,2005.36,0,3
414,22792,7,0,34,0,15305,139,25,1,1,25,1322.055,0,3
415,22793,1,0,34,1,6320,175,21,1,1,30,955.92,0,3
416,22794,0,0,34,0,695,0,6,1,2,25,31.545,0,0
417,22795,0,0,35,0,530,2,3,1,2,30,29.44,0,0
418,22796,0,1,34,0,0,0,0,1,2,25,0.0,1,0
419,22797,1,0,34,0,7328,373,38,1,1,25,2013.615,0,3
420,22798,5,0,34,1,11285,0,42,1,1,45,285.775,0,1
421,22799,6,0,34,1,6538,97,32,1,1,25,733.725,0,3
422,22800,21,1,30,0,775,5,12,1,2,25,59.13,1,0
423,22801,19,0,33,8,10255,0,37,1,1,55,155.1,0,2
424,22802,11,1,33,1,5638,15,19,1,1,25,325.26,1,1
425,22803,0,0,31,0,2660,0,9,1,1,30,106.96,0,0
426,22804,7,0,32,0,2810,0,11,1,2,30,113.72,1,0
427,22805,7,1,33,0,2088,23,26,1,2,30,176.96,1,0
428,22806,0,0,33,0,0,0,0,1,2,30,0.0,1,0
429,22807,0,0,33,0,1488,0,1,1,1,30,60.2,0,0
430,22808,1,0,30,1,6605,3,17,1,1,55,104.91,0,1
431,22809,0,0,33,0,0,0,0,1,2,45,0.0,1,0
432,22810,0,0,33,0,0,0,0,1,1,55,0.0,0,0
433,22811,23,0,28,3,15895,0,75,1,1,25,725.625,0,2
434,22812,4,0,31,3,6785,260,28,2,1,25,1480.185,0,3
435,22813,0,0,33,0,3538,0,23,1,1,25,162.54,0,0
436,22814,1,0,32,0,1485,27,15,1,2,30,168.84,0,0
437,22815,4,0,33,0,2600,164,18,1,1,25,857.025,0,3
438,22816,2,0,24,1,1135,182,6,2,1,25,871.335,0,3
439,22817,2,0,23,0,1388,19,63,1,1,45,82.975,0,1
440,22818,9,0,24,0,520,0,2,1,2,25,24.165,0,0
441,22819,0,0,23,0,0,10,0,1,2,45,25.0,0,0
442,22820,8,0,22,0,1045,8,8,1,1,25,84.105,0,0
443,22821,0,0,22,0,3045,0,18,1,1,30,123.92,0,0
444,22822,0,0,15,0,1515,17,9,1,1,25,145.485,0,0
445,22823,14,0,14,1,6213,74,37,2,1,25,618.57,0,1
446,22824,10,0,12,0,8753,62,35,1,1,45,377.9,0,1
447,22825,6,0,13,3,2673,20,14,1,1,30,188.4,0,0
448,22826,0,0,6,1,4210,204,5,1,1,30,985.68,0,3
449,22827,1,0,6,1,1308,0,2,1,1,30,52.76,1,0
450,22828,12,0,38,2,4970,26,32,1,1,30,306.04,0,1
451,22829,4,0,39,0,918,28,19,1,2,30,149.32,0,0
452,22830,14,0,37,2,3053,380,39,1,1,30,1644.92,0,3
453,22831,14,0,38,2,4798,22,50,1,1,15,389.07,0,1
454,22832,7,0,38,2,2993,23,48,1,1,25,241.245,0,1
455,22833,15,0,38,3,4375,53,43,1,1,30,390.68,0,1
456,22834,8,0,38,2,2960,306,33,1,1,30,1344.36,0,3
457,22835,17,0,37,4,9715,165,58,2,1,30,1053.84,0,2
458,22836,11,0,38,2,14373,21,59,1,1,30,666.08,0,2
459,22837,11,0,38,3,5115,23,40,1,1,30,300.32,0,1
460,22838,10,0,38,2,6518,28,27,1,1,30,376.92,0,1
461,22839,13,0,38,0,2838,29,32,1,2,30,232.08,0,1
462,22840,29,0,38,5,15740,75,47,1,1,30,939.0,0,2
463,22841,8,0,38,3,3695,504,23,1,1,30,2165.28,0,3
464,22842,13,0,37,2,16085,171,45,1,1,25,1501.965,0,3
465,22843,7,0,37,3,7100,207,41,1,1,30,1115.84,0,3
466,22844,4,0,37,0,1475,21,26,1,2,25,161.955,0,0
467,22845,6,0,38,0,1310,34,23,1,2,30,189.36,0,0
468,22846,4,0,37,0,600,21,15,1,2,25,121.95,1,0
469,22847,7,0,37,2,8108,405,58,1,1,30,1949.8,0,3
470,22848,11,0,37,3,12065,32,62,1,1,45,385.725,0,2
471,22849,12,0,37,3,7318,129,52,1,1,25,913.635,0,3
472,22850,27,1,33,0,1555,37,32,1,2,30,212.48,1,1
473,22851,25,0,36,10,11035,22,57,2,1,55,200.07,0,2
474,22852,17,0,36,3,6418,47,39,1,1,25,505.17,0,1
475,22853,5,0,34,2,3440,21,29,1,1,30,222.88,0,1
476,22854,13,1,35,0,3590,30,31,1,2,30,265.64,1,1
477,22855,13,1,36,0,2868,55,46,1,2,30,336.88,1,1
478,22856,4,0,36,0,733,21,17,1,2,30,113.8,1,0
479,22857,5,0,36,2,2268,21,21,1,1,45,110.075,0,1
480,22858,7,0,33,3,7385,35,37,1,1,55,164.88,0,1
481,22859,4,0,36,0,1228,30,19,1,2,45,106.125,1,0
482,22860,4,0,36,3,938,25,17,1,1,55,51.78,0,1
483,22861,29,0,31,5,16675,21,95,1,1,25,856.035,0,2
484,22862,10,0,34,5,7565,292,48,2,1,25,1660.095,0,3
485,22863,6,0,36,2,4318,23,43,1,1,30,268.4,0,1
486,22864,7,1,35,0,2265,59,35,1,2,30,328.76,1,0
487,22865,10,0,36,2,3380,196,38,1,1,25,1036.935,0,3
488,22866,8,0,27,3,1915,214,26,2,1,25,1051.245,0,3
489,22867,8,0,26,2,2168,51,83,1,1,45,182.925,0,1
490,22868,15,0,27,0,1300,31,22,1,2,30,177.4,0,0
491,22869,4,0,26,0,1425,42,18,1,2,45,141.125,0,0
492,22870,14,0,25,2,1825,40,28,1,1,25,264.015,0,1
493,22871,6,0,25,2,3825,29,38,1,1,30,271.84,0,1
494,22872,6,0,18,2,2295,49,29,1,1,25,325.395,0,1
495,22873,20,0,17,3,6993,106,57,2,1,25,798.48,0,2
496,22874,16,0,15,2,9533,94,55,1,1,55,286.71,0,2
497,22875,12,0,16,5,3453,52,34,1,1,30,348.32,0,1
498,22876,6,0,9,3,4990,236,25,1,1,30,1145.6,0,3
499,22877,7,1,9,3,2088,21,22,1,1,30,168.68,1,1
500,22878,4,0,38,0,3770,0,2,1,1,25,172.395,0,0
501,22879,0,0,39,0,0,0,0,1,2,25,0.0,0,0
502,22880,6,0,37,0,1853,338,9,1,1,25,1606.635,0,3
503,22881,6,0,38,0,3598,0,20,1,1,15,200.97,0,0
504,22882,0,0,38,0,1793,0,18,1,1,15,101.255,0,0
505,22883,7,0,38,0,3175,11,13,1,1,30,173.88,0,0
506,22884,0,0,38,0,1760,264,3,1,1,30,1127.56,0,3
507,22885,9,0,37,0,8515,123,28,1,1,30,837.04,0,3
508,22886,3,0,38,0,13173,0,29,1,1,30,533.28,0,1
509,22887,3,0,38,0,3915,0,10,1,1,30,159.52,0,0
510,22888,2,0,38,0,5318,0,15,1,1,25,243.135,0,0
511,22889,5,0,38,0,1638,0,2,1,2,30,67.28,0,0
512,22890,21,0,38,1,14540,33,17,1,1,30,722.2,0,1
513,22891,0,0,38,0,2495,462,7,1,1,30,1948.48,0,3
514,22892,5,0,37,0,14885,129,15,1,1,25,1258.065,0,3
515,22893,0,0,37,0,5900,165,11,1,1,30,899.04,0,3
516,22894,0,0,37,0,275,0,1,1,2,25,12.555,0,0
517,22895,0,0,38,0,110,0,1,1,2,25,5.13,0,0
518,22896,0,0,37,0,0,0,0,1,2,25,0.0,1,0
519,22897,0,0,37,0,6908,363,28,1,1,25,1949.625,0,3
520,22898,3,0,37,0,10865,0,32,1,1,30,440.36,0,1
521,22899,4,0,37,0,6118,87,22,1,1,25,669.735,0,3
522,22900,19,0,33,0,355,0,2,1,2,25,17.64,1,0
523,22901,17,0,36,6,9835,0,27,1,1,45,247.95,0,2
524,22902,9,1,36,0,5218,5,9,1,1,25,261.27,1,0
525,22903,0,0,34,0,2240,0,4,1,1,30,90.08,0,0
526,22904,5,0,35,0,2390,0,1,1,2,30,96.84,1,0
527,22905,5,0,36,0,1668,13,16,1,2,30,120.08,1,0
528,22906,0,0,36,0,0,0,0,1,2,30,0.0,1,0
529,22907,0,0,36,0,1068,0,3,1,1,30,43.32,0,0
530,22908,0,0,33,0,6185,0,7,1,1,45,156.8,0,0
531,22909,0,0,36,0,0,0,0,1,2,45,0.0,1,0
532,22910,0,0,36,0,0,0,0,1,1,55,0.0,0,0
533,22911,21,0,31,1,15475,0,65,1,1,25,706.635,0,2
534,22912,2,0,34,1,6365,250,18,2,1,25,1416.195,0,3
535,22913,0,0,36,0,3118,0,13,1,1,25,143.55,0,0
536,22914,0,0,35,0,1065,17,5,1,2,30,111.96,0,0
537,22915,2,0,36,0,2180,154,8,1,1,25,793.035,0,3
538,22916,0,0,27,0,715,172,1,2,1,25,807.345,0,0
539,22917,0,0,26,0,968,9,53,1,1,45,47.425,0,0
540,22918,7,0,27,0,100,0,3,1,2,25,5.175,0,0
541,22919,0,0,26,0,0,0,0,1,2,45,0.0,0,0
542,22920,6,0,25,0,625,0,2,1,1,25,29.115,0,0
543,22921,0,0,25,0,2625,0,8,1,1,30,107.04,0,0
544,22922,0,0,18,0,1095,7,6,1,1,25,81.495,0,0
545,22923,12,0,17,0,5793,64,27,2,1,15,677.82,0,3
546,22924,8,0,15,0,8333,52,25,1,1,45,342.35,0,1
547,22925,4,0,16,1,2253,10,4,1,1,30,131.52,0,0
548,22926,0,0,9,0,3790,194,23,1,1,30,928.8,0,3
549,22927,0,1,9,0,888,0,3,1,1,30,35.88,1,0
550,22928,8,0,39,1,4485,37,21,1,1,30,330.48,0,1
551,22929,0,0,40,0,433,39,8,1,2,30,173.76,0,0
552,22930,10,0,38,1,2568,391,28,1,1,30,1669.36,0,3
553,22931,10,0,39,1,4313,33,39,1,1,15,422.675,0,1
554,22932,3,0,39,1,2508,34,37,1,1,25,268.74,0,1
555,22933,11,0,39,2,3890,64,32,1,1,30,415.12,0,1
556,22934,4,0,39,1,2475,317,22,1,1,45,855.5,0,3
557,22935,13,0,38,3,9230,176,47,1,1,30,1078.28,0,3
558,22936,7,0,39,1,13888,32,48,1,1,30,690.52,0,1
559,22937,7,0,39,2,4630,34,29,1,1,30,324.76,0,1
560,22938,6,0,39,1,6033,39,16,1,1,30,401.36,0,1
561,22939,9,1,39,0,2353,40,21,1,2,30,256.52,0,0
562,22940,25,0,39,4,15255,86,36,1,1,30,963.44,0,2
563,22941,4,0,39,2,3210,515,12,1,1,45,1368.575,0,3
564,22942,9,0,38,1,15600,182,34,1,1,25,1529.46,0,3
565,22943,3,0,38,2,6615,218,30,1,1,30,1140.28,0,3
566,22944,0,0,38,0,990,32,15,1,2,25,189.45,0,0
567,22945,2,0,39,0,825,45,12,1,2,30,213.8,0,0
568,22946,0,0,38,0,115,32,4,1,2,25,149.445,1,0
569,22947,3,0,38,1,7623,416,47,1,1,30,1974.24,0,3
570,22948,7,0,38,2,11580,43,51,1,1,45,401.0,0,1
571,22949,8,0,38,2,6833,140,41,1,1,25,941.13,0,3
572,22950,23,1,34,0,1070,48,21,1,2,30,236.92,1,1
573,22951,21,0,37,9,10550,33,46,1,1,55,209.235,0,2
574,22952,13,0,37,2,5933,58,28,1,1,30,473.48,0,1
575,22953,1,0,35,1,2955,32,18,1,1,30,247.32,0,0
576,22954,9,1,36,0,3105,41,20,1,2,30,290.08,1,0
577,22955,9,0,37,0,2383,66,35,1,2,45,225.825,1,1
578,22956,0,0,37,0,248,32,6,1,2,30,138.24,1,0
579,22957,1,0,37,1,1783,32,10,1,1,45,125.35,0,0
580,22958,3,0,34,2,6900,46,26,1,1,55,174.045,0,1
581,22959,0,0,37,0,743,41,8,1,2,45,121.4,1,0
582,22960,0,0,37,2,453,36,6,1,1,55,60.945,0,0
583,22961,25,0,32,4,16190,32,84,2,1,25,883.53,0,2
584,22962,6,0,35,4,7080,303,37,2,1,30,1500.08,0,3
585,22963,2,0,37,1,3833,34,32,1,1,30,292.84,0,1
586,22964,3,0,36,0,1780,70,24,1,2,45,220.75,0,0
587,22965,6,0,37,1,2895,207,27,1,1,25,1064.43,0,3
588,22966,4,0,28,2,1430,225,15,2,1,30,958.88,0,3
589,22967,4,0,27,1,1683,62,72,1,1,55,118.92,0,1
590,22968,11,0,28,0,815,42,11,1,2,30,201.84,0,0
591,22969,0,0,27,0,940,53,7,1,2,45,156.4,0,0
592,22970,10,0,26,1,1340,51,17,1,1,25,291.51,0,0
593,22971,2,0,26,1,3340,40,27,1,1,30,296.28,0,0
594,22972,2,0,19,1,1810,60,18,1,1,30,313.68,0,0
595,22973,16,0,18,2,6508,117,46,2,1,25,825.975,0,1
596,22974,12,0,16,1,9048,105,44,1,1,55,295.875,0,1
597,22975,8,0,17,4,2968,63,23,2,1,30,372.76,0,1
598,22976,2,0,10,2,4505,247,14,1,1,30,1170.04,0,3
599,22977,3,0,10,2,1603,32,11,1,1,30,193.12,1,0
600,22978,8,0,37,0,4255,0,13,1,1,25,194.4,0,0
601,22979,0,0,38,0,0,0,0,1,2,25,0.0,0,0
602,22980,10,0,36,0,2338,327,20,1,1,25,1579.14,0,3
603,22981,10,0,37,0,4083,0,31,1,1,15,227.865,0,1
604,22982,3,0,37,0,2278,0,29,1,1,15,128.15,0,0
605,22983,11,0,37,0,3660,0,24,1,1,25,168.12,0,0
606,22984,4,0,37,0,2245,253,14,1,1,30,1103.12,0,3
607,22985,13,0,36,1,9000,112,39,1,1,30,812.6,0,1
608,22986,7,0,37,0,13658,0,40,1,1,30,552.84,0,1
609,22987,7,0,37,0,4400,0,21,1,1,30,179.08,0,0
610,22988,6,0,37,0,5803,0,8,1,1,25,265.14,0,0
611,22989,9,0,37,0,2123,0,13,1,2,30,86.84,0,0
612,22990,25,0,37,2,15025,22,28,1,1,30,697.76,0,2
613,22991,4,0,37,0,2980,451,4,1,1,30,1924.04,0,3
614,22992,9,0,36,0,15370,118,26,1,1,25,1230.57,0,3
615,22993,3,0,36,0,6385,154,22,1,1,30,874.6,0,3
616,22994,0,0,36,0,760,0,7,1,2,25,34.56,0,0
617,22995,2,0,37,0,595,0,4,1,2,25,27.135,0,0
618,22996,0,1,36,0,0,0,0,1,2,25,0.0,1,0
619,22997,3,0,36,0,7393,352,39,1,1,25,1922.13,0,3
620,22998,7,0,36,0,11350,0,43,1,1,30,459.92,0,1
621,22999,8,0,36,0,6603,76,33,1,1,25,642.24,0,1
622,23000,23,0,32,0,840,0,13,1,2,25,39.645,1,0
623,23001,21,0,35,7,10320,0,38,2,1,45,260.175,0,2
624,23002,13,1,35,0,5703,0,20,1,1,25,260.775,1,1
625,23003,1,0,33,0,2725,0,10,1,1,30,109.64,0,0
626,23004,9,1,34,0,2875,0,12,1,2,25,130.95,1,0
627,23005,9,0,35,0,2153,2,27,1,2,30,95.64,1,0
628,23006,0,0,35,0,0,0,0,1,2,25,0.0,1,0
629,23007,1,0,35,0,1553,0,2,1,1,30,62.88,0,0
630,23008,3,0,32,0,6670,0,18,1,1,45,169.025,0,0
631,23009,0,0,35,0,513,0,3,1,2,45,12.85,1,0
632,23010,0,0,35,0,0,0,0,1,1,45,0.0,0,0
633,23011,25,0,30,2,15960,0,76,1,1,25,728.64,0,2
634,23012,6,0,33,2,6850,239,29,2,1,25,1388.7,0,3
635,23013,2,0,35,0,3603,0,24,1,1,25,165.555,0,0
636,23014,3,0,34,0,1550,6,16,1,2,30,87.52,0,0
637,23015,6,0,35,0,2665,143,19,1,1,25,765.54,0,3
638,23016,4,0,26,0,1200,161,7,2,1,25,779.85,0,0
639,23017,4,0,25,0,1453,0,64,1,1,45,37.15,0,1
640,23018,11,0,26,0,585,0,3,1,2,25,27.18,0,0
641,23019,0,0,25,0,710,0,1,1,2,45,17.85,0,0
642,23020,10,0,24,0,1110,0,9,1,1,25,51.12,0,0
643,23021,2,0,24,0,3110,0,19,1,1,30,126.6,0,0
644,23022,2,0,17,0,1580,0,10,1,1,25,72.0,0,0
645,23023,16,0,16,0,6278,53,38,2,1,15,644.215,0,1
646,23024,12,0,14,0,8818,41,36,1,1,45,327.075,0,1
647,23025,8,0,15,2,2738,0,15,1,1,30,111.08,0,0
648,23026,2,0,8,0,4275,183,6,1,1,30,904.36,0,3
649,23027,3,1,8,0,1373,0,3,1,1,25,62.37,1,0
650,23028,10,0,38,0,4560,14,20,1,1,30,241.28,0,1
651,23029,2,0,39,0,508,16,7,1,2,25,95.13,0,0
652,23030,12,0,37,0,2643,368,27,1,1,30,1580.16,0,3
653,23031,12,0,38,0,4388,10,38,1,1,15,300.025,0,1
654,23032,5,0,38,0,2583,11,36,1,1,15,205.81,0,0
655,23033,13,0,38,1,3965,41,31,1,1,30,325.92,0,1
656,23034,6,0,38,0,2550,294,21,1,1,30,1279.6,0,3
657,23035,15,0,37,2,9305,153,46,1,1,30,989.08,0,3
658,23036,9,0,38,0,13963,9,47,1,1,30,601.32,0,1
659,23037,9,0,38,1,4705,11,28,1,1,30,235.56,0,1
660,23038,8,0,38,0,6108,16,15,1,1,30,312.16,0,0
661,23039,11,1,38,0,2428,17,20,1,2,30,167.32,0,0
662,23040,27,0,38,3,15330,63,35,1,1,30,874.24,0,2
663,23041,6,0,38,1,3285,492,11,1,1,30,2100.52,0,3
664,23042,11,0,37,0,15675,159,33,1,1,25,1429.11,0,3
665,23043,5,0,37,1,6690,195,29,1,1,30,1051.08,0,3
666,23044,2,0,37,0,1065,9,14,1,2,25,89.1,0,0
667,23045,4,0,38,0,900,22,11,1,2,30,124.6,0,0
668,23046,2,0,37,0,190,9,3,1,2,25,49.095,1,0
669,23047,5,0,37,0,7698,393,46,1,1,25,2120.67,0,3
670,23048,9,0,37,1,11655,20,50,1,1,45,345.25,0,1
671,23049,10,0,37,1,6908,117,40,1,1,25,840.78,0,3
672,23050,25,1,33,0,1145,25,20,1,2,25,166.185,1,1
673,23051,23,0,36,8,10625,10,45,1,1,55,175.785,0,2
674,23052,15,0,36,1,6008,35,27,1,1,25,432.315,1,1
675,23053,3,0,34,0,3030,9,17,1,1,30,158.12,0,0
676,23054,11,1,35,0,3180,18,19,1,2,30,200.88,1,0
677,23055,11,1,36,0,2458,43,34,1,2,30,272.12,1,1
678,23056,2,0,36,0,323,9,5,1,2,30,49.04,1,0
679,23057,3,0,36,0,1858,9,9,1,1,30,111.36,0,0
680,23058,5,0,33,1,6975,23,25,1,1,55,140.595,0,1
681,23059,2,0,36,0,818,18,7,1,2,45,65.65,1,0
682,23060,2,0,36,1,528,13,5,1,1,55,27.495,0,0
683,23061,27,0,31,3,16265,9,83,1,1,25,783.18,0,2
684,23062,8,0,34,3,7155,280,36,2,1,25,1587.24,0,3
685,23063,4,0,36,0,3908,11,31,1,1,25,229.095,0,0
686,23064,5,0,35,0,1855,47,23,1,2,30,264.0,0,0
687,23065,8,0,36,0,2970,184,26,1,1,25,964.08,0,3
688,23066,6,1,27,1,1505,202,14,2,1,25,978.39,1,3
689,23067,6,0,26,0,1758,39,71,1,1,45,142.45,0,1
690,23068,13,0,27,0,890,19,10,1,2,25,126.72,0,0
691,23069,2,0,26,0,1015,30,6,1,2,45,100.65,0,0
692,23070,12,0,25,0,1415,28,16,1,1,25,191.16,0,0
693,23071,4,0,25,0,3415,17,26,1,1,30,207.08,0,0
694,23072,4,0,18,0,1885,37,17,1,1,25,252.54,0,0
695,23073,18,0,17,1,6582,94,45,2,1,25,725.58,0,1
696,23074,14,0,15,0,9122,82,43,1,1,45,437.35,0,1
697,23075,10,0,16,3,3042,40,22,1,1,30,283.52,0,1
698,23076,4,0,9,1,4580,224,13,1,1,30,1080.84,0,3
699,23077,5,0,9,1,1677,9,10,1,1,30,103.88,1,0
700,23078,6,0,38,0,4180,0,14,1,1,30,170.0,0,0
701,23079,0,0,39,0,128,0,1,1,2,25,5.94,0,0
702,23080,8,0,37,0,2263,350,21,1,1,30,1492.88,0,3
703,23081,8,0,38,0,4008,0,32,1,1,15,224.015,0,0
704,23082,1,0,38,0,2203,0,30,1,1,15,124.3,0,0
705,23083,9,0,38,1,3585,23,25,1,1,30,238.64,0,1
706,23084,2,0,38,0,2170,276,15,1,1,30,1192.32,0,3
707,23085,11,0,37,2,8925,135,40,1,1,30,901.8,0,3
708,23086,5,0,38,0,13583,0,41,1,1,30,550.04,0,1
709,23087,5,0,38,1,4325,0,22,1,1,30,176.28,0,1
710,23088,4,0,38,0,5728,0,9,1,1,30,232.88,0,0
711,23089,7,0,38,0,2048,0,14,1,2,30,84.04,0,0
712,23090,23,0,38,3,14950,45,29,1,1,30,786.96,0,2
713,23091,2,0,38,1,2905,474,5,1,1,30,2013.24,0,3
714,23092,7,0,37,0,15295,141,27,1,1,25,1330.92,0,3
715,23093,1,0,37,1,6310,177,23,1,1,30,963.8,0,3
716,23094,0,0,37,0,685,0,8,1,2,25,31.41,0,0
717,23095,0,0,38,0,520,4,5,1,2,30,37.32,0,0
718,23096,0,0,37,0,0,0,0,1,2,25,0.0,1,0
719,23097,1,0,37,0,7318,375,40,1,1,25,2022.48,0,3
720,23098,5,0,37,1,11275,2,44,1,1,45,290.7,0,1
721,23099,6,0,37,1,6528,99,34,1,1,25,742.59,0,3
722,23100,21,0,33,0,765,7,14,1,2,25,67.995,1,0
723,23101,19,0,36,8,10245,0,39,2,1,55,155.055,0,2
724,23102,11,0,36,1,5628,17,21,1,1,25,334.125,1,1
725,23103,0,0,34,0,2650,0,11,1,1,30,106.84,0,0
726,23104,7,1,35,0,2800,0,13,1,2,30,113.6,1,0
727,23105,7,0,36,0,2078,25,28,1,2,30,184.84,1,0
728,23106,0,0,36,0,0,0,0,1,2,30,0.0,1,0
729,23107,0,0,36,0,1478,0,3,1,1,30,60.08,0,0
730,23108,1,0,33,1,6595,5,19,1,1,55,107.865,0,1
731,23109,0,0,36,0,438,0,1,1,2,45,11.1,1,0
732,23110,0,0,36,1,0,0,0,1,1,55,0.0,0,0
733,23111,23,0,31,3,15885,0,77,1,1,25,725.49,0,2
734,23112,4,0,34,3,6775,262,30,2,1,25,1489.05,0,3
735,23113,0,0,36,0,3528,0,25,1,1,25,162.405,0,0
736,23114,1,0,35,0,1475,29,17,1,2,30,176.72,0,0
737,23115,4,0,36,0,2590,166,20,1,1,25,865.89,0,3
738,23116,2,0,27,1,1125,184,8,2,1,25,880.2,0,3
739,23117,2,0,26,0,1378,21,65,1,1,45,87.9,0,1
740,23118,9,0,27,0,510,1,4,1,2,25,28.53,0,0
741,23119,0,0,26,0,635,12,1,1,2,45,46.1,0,0
742,23120,8,0,25,0,1035,10,10,1,1,25,92.97,0,0
743,23121,0,0,25,0,3035,0,20,1,1,30,123.8,0,0
744,23122,0,0,18,0,1505,19,11,1,1,25,154.35,0,0
745,23123,14,0,17,1,6202,76,39,2,1,25,627.39,0,1
746,23124,10,0,15,0,8742,64,37,1,1,45,382.8,0,1
747,23125,6,0,16,3,2662,22,16,1,1,30,196.24,0,1
748,23126,0,0,9,1,4200,206,7,1,1,30,993.56,0,3
749,23127,1,0,9,1,1297,0,4,1,1,30,52.6,1,0
750,23128,6,0,33,0,4370,0,16,1,1,25,199.575,0,0
751,23129,0,0,34,0,318,0,3,1,2,25,14.49,0,0
752,23130,8,0,32,0,2453,351,23,1,1,25,1692.315,0,3
753,23131,8,0,33,0,4198,0,34,1,1,15,234.19,0,0
754,23132,1,0,33,0,2393,0,32,1,1,15,134.475,0,0
755,23133,9,0,33,0,3775,24,27,1,1,25,281.295,0,0
756,23134,2,0,33,0,2360,277,17,1,1,30,1203.72,0,3
757,23135,11,0,32,1,9115,136,42,1,1,30,913.2,0,3
758,23136,5,0,33,0,13773,0,43,1,1,30,557.44,0,1
759,23137,5,0,33,0,4515,0,24,1,1,30,183.68,0,0
760,23138,4,0,33,0,5918,0,11,1,1,25,270.315,0,0
761,23139,7,1,33,0,2238,0,16,1,2,30,91.44,0,0
762,23140,23,0,33,2,15140,46,31,1,1,30,798.36,0,2
763,23141,2,0,33,0,3095,475,7,1,1,30,2024.64,0,3
764,23142,7,0,32,0,15485,142,29,1,1,25,1343.745,0,3
765,23143,1,0,32,0,6500,178,25,1,1,30,975.2,0,3
766,23144,0,0,32,0,875,0,10,1,2,25,39.735,0,0
767,23145,0,0,33,0,710,5,7,1,2,25,54.81,0,0
768,23146,0,0,32,0,0,0,0,1,2,25,0.0,1,0
769,23147,1,0,32,0,7508,376,42,1,1,25,2035.305,0,3
770,23148,5,0,32,0,11465,3,46,1,1,30,476.52,0,1
771,23149,6,0,32,0,6718,100,36,1,1,25,755.415,0,3
772,23150,21,1,28,0,955,8,16,1,2,25,80.82,1,0
773,23151,19,0,31,7,10435,0,41,1,1,45,263.05,0,2
774,23152,11,0,31,0,5818,18,23,1,1,25,346.95,1,1
775,23153,0,0,29,0,2840,0,13,1,1,30,114.24,0,0
776,23154,7,1,30,0,2990,1,15,1,2,25,140.625,1,0
777,23155,7,1,31,0,2268,26,30,1,2,30,196.24,1,0
778,23156,0,1,31,0,0,0,0,1,2,25,0.0,1,0
779,23157,0,0,31,0,1668,0,5,1,1,30,67.48,0,0
780,23158,1,0,28,0,6785,6,21,1,1,45,186.9,0,0
781,23159,0,0,31,0,628,1,3,1,2,45,18.225,1,0
782,23160,0,0,31,0,338,0,1,1,1,45,8.575,0,0
783,23161,23,0,26,2,16075,0,79,1,1,25,733.815,0,2
784,23162,4,0,29,2,6965,263,32,2,1,25,1501.875,0,3
785,23163,0,0,31,0,3718,0,27,1,1,25,170.73,0,0
786,23164,1,0,30,0,1665,30,19,1,2,30,188.12,0,0
787,23165,4,0,31,0,2780,167,22,1,1,25,878.715,0,3
788,23166,2,0,22,0,1315,185,10,2,1,25,893.025,0,3
789,23167,2,0,21,0,1568,22,67,1,1,45,95.025,0,1
790,23168,9,0,22,0,700,2,6,1,2,25,41.355,0,0
791,23169,0,0,21,0,825,13,2,1,2,45,53.225,0,0
792,23170,8,0,20,0,1225,11,12,1,1,25,105.795,0,0
793,23171,0,0,20,0,3225,0,22,1,1,30,131.2,0,0
794,23172,0,0,13,0,1695,20,13,1,1,25,167.175,0,0
795,23173,14,0,12,0,6392,77,41,2,1,15,782.485,0,3
796,23174,10,0,10,0,8932,65,39,1,1,45,389.925,0,1
797,23175,6,0,11,2,2852,23,18,1,1,30,207.64,0,0
798,23176,0,0,4,0,4390,207,9,1,1,30,1004.96,0,3
799,23177,1,0,4,0,1487,0,6,1,1,25,67.5,1,0
800,23178,10,0,43,1,4370,13,18,1,1,30,229.88,0,1
801,23179,2,0,44,0,318,15,5,1,2,30,73.16,0,0
802,23180,12,0,42,1,2453,367,25,1,1,30,1568.76,0,3
803,23181,12,0,43,1,4198,9,36,1,1,15,284.35,0,1
804,23182,5,0,43,1,2393,10,34,1,1,25,155.565,0,1
805,23183,13,0,43,2,3775,40,29,1,1,30,314.52,0,1
806,23184,6,0,43,1,2360,293,19,1,1,45,792.625,0,3
807,23185,15,0,42,3,9115,152,44,1,1,30,977.68,0,2
808,23186,9,0,43,1,13773,8,45,1,1,30,589.92,0,1
809,23187,9,0,43,2,4515,10,26,1,1,30,224.16,0,1
810,23188,8,0,43,1,5918,15,13,1,1,30,300.76,0,1
811,23189,11,1,43,0,2238,16,18,1,2,30,155.92,0,0
812,23190,27,0,43,4,15140,62,33,1,1,30,862.84,0,2
813,23191,6,0,43,2,3095,491,9,1,1,45,1305.7,0,3
814,23192,11,0,42,1,15485,158,31,1,1,25,1416.285,0,3
815,23193,5,0,42,2,6500,194,27,1,1,30,1039.68,0,3
